Sample Name,Ajinomoto_grind7min,,
Measurement Date Time,2025/10/02 12:52:39,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,1.5424,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.665335340093459,,
Dx (50),182.853987665378,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0,0.003277936829256543,0.5807053838551507
0.12847975911886883,0,0.0039132482752340094,0.6036650576879324
0.14597385201576613,0.0005206348762591535,0.004657107503481888,0.42038920084785314
0.1658499799381348,0.06512287740087204,0.00554121540491368,0.41315927871650293
0.18843248613120703,0.08254581806651609,0.006592693308370272,0.2940484658393086
0.21408987714579308,0.09964336327871662,0.007840520001823451,0.25038244302243523
0.24324083621327308,0.11698600030671627,0.009319543887892858,0.1812404534152029
0.27636105541524886,0.13458912677360235,0.011080120902706178,0.1492478408808082
0.3139909981367784,0.15239374938137307,0.013179261471081677,0.10706016567579743
0.356744718472697,0.17035705669824786,0.01566630332363236,0.09058226954776862
0.4053198815041342,0.18840680095112494,0.0186254559373255,0.06935610781060739
0.4605091479584124,0.20645535600160025,0.0221543695669397,0.057395289526499076
0.5232131090298364,0.22439953190752115,0.02634398389147917,0.0457069285607948
0.5944549824347669,0.24212793399376187,0.03133650455887268,0.03758854134066733
0.675397309514597,0.259531617956239,0.03726927281196032,0.029719938085396917
0.7673609258538154,0.276521674013813,0.0443105909890591,0.024991018496220513
0.8718465149800815,0.2930559632114238,0.052699353249123664,0.020064587491864325
0.9905590968645671,0.30917828530109537,0.06268218911264602,0.016145888467102118
1.1254358508315696,0.32507300924106763,0.07455788912105372,0.01288558869718126
1.2786777268980591,0.3411365439744962,0.08868904661518051,0.010306292479328351
1.4527853613842987,0.3580618361427912,0.10550581874234258,0.00822921800176363
1.6505998828747652,0.3769205548884087,0.12553682755785492,0.006408526659622308
1.8753492744104643,0.3992068580144066,0.14940901734613643,0.005036969695904595
2.130701048461599,0.42677756213221496,0.17762146379472155,0.003956974305396731
2.420822094242961,0.4615995116682283,0.21164730494728437,0.0030840357483593703
2.7504466739743543,0.5052318893815437,0.2525217576591168,0.0023822558187881235
3.124953677664736,0.5580811370404533,0.3012522236207536,0.0018534577888482831
3.550454397081473,0.6186823378197186,0.3598763858367056,0.0014196698394335476
4.033892251220623,0.6834712056968062,0.4307794014302606,0.001082302375362491
4.583156090621484,0.7475082113707971,0.5171495956291441,0.0008220939216447583
5.207208929451393,0.806275861868631,0.6240039982499064,0.0006178144880787804
5.91623420604064,0.8578340938796067,0.7564250726194758,0.0004555025598427954
6.721801958580707,0.9035668234249687,0.924615881604425,0.00033365426317794077
7.637057627679228,0.946951695150922,1.103327507116431,0.000243113632523791
8.676936566695368,0.9920999404149295,1.3122986003347201,0.00018831686191355892
9.858407760284809,1.0419628062919273,1.5607405038510644,0.0001435602934727294
11.200750728209842,1.097120003434929,1.8564931514763163,0.00011033245975269421
12.72587013299487,1.1567976650520286,2.2078558930646555,8.562300307961204E-05
14.45865322526771,1.220307231514365,2.5989430095798616,6.428454039266136E-05
16.427375959662296,1.287444874719725,3.0881404469425093,5.035437423608599E-05
18.664164408375882,1.3580265403609957,3.663490578476414,3.814568101038632E-05
21.205519001833704,1.4318246980248013,4.329116198992359,2.940066733782605E-05
24.092910151141346,1.5075671511616058,5.265369814103447,2.5239819909581984E-05
27.3734549718295,1.5822056231893455,6.241146298105407,1.3004352803918968E-05
31.100686151825478,1.6514287587679988,7.665212436137851,3.534272667930794E-06
35.33542551021658,1.7108321547433576,9.941660953074798,6.385191527684782E-09
40.14677650173894,1.7571383627485204,0,0
45.613251862909266,1.789020069387334,,
51.82405480098948,1.8074855553588094,,
58.88053463252163,1.8159113900758328,,
66.8978406248788,1.8190672887066412,,
76.00680102860035,1.8211873213279048,,
86.35605796299512,1.8249077889555423,,
98.11449299256871,1.832040400867406,,
111.47398297539121,1.8449625912853804,,
126.6525311539754,1.8670974716800544,,
143.89782458252938,1.9024517527453568,,
163.49127594150298,1.9571858428945745,,
185.7526156946912,2.044089740475009,,
211.0451095247746,2.185523829676967,,
239.78148618661447,2.4104038524543654,,
272.43067251038207,2.7436541767558964,,
309.5254454578579,3.1908556595399062,,
351.67112609992296,3.726523849799989,,
399.5554573855738,4.2923846329334765,,
453.9598268901783,4.802624959414757,,
515.7720176783681,5.15179324685829,,
586.0006953530946,5.23097443634515,,
665.7918676938581,4.948259788941883,,
756.4475854762908,4.249489144840425,,
859.4471896373824,3.1313516806496438,,
976.4714515024996,1.6240909294051988,,
1109.4299999999967,0,,
