Sample Name,Ajinomoto_grind3min,,
Measurement Date Time,2025/10/02 12:20:01,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,1.5424,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.8550464210607115,,
Dx (50),429.98707720209524,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0,0.003277936829256543,0.7981726875159265
0.12847975911886883,0,0.0039132482752340094,0.7321996824534196
0.14597385201576613,0,0.004657107503481888,0.5465491356133917
0.1658499799381348,0,0.00554121540491368,0.479929226568458
0.18843248613120703,0,0.006592693308370272,0.33056636809700557
0.21408987714579308,0,0.007840520001823451,0.25574800516161084
0.24324083621327308,0,0.009319543887892858,0.1730439241437328
0.27636105541524886,0.0006048320401140458,0.011080120902706178,0.12812305769852464
0.3139909981367784,0.06107598647470139,0.013179261471081677,0.084923625954522
0.356744718472697,0.06955283643056095,0.01566630332363236,0.06688980101984754
0.4053198815041342,0.07744658847766484,0.0186254559373255,0.04926767082767341
0.4605091479584124,0.08530165507615992,0.0221543695669397,0.039047111471398895
0.5232131090298364,0.09310870681042172,0.02634398389147917,0.03030324832414012
0.5944549824347669,0.10071099858155258,0.03133650455887268,0.023919472526082976
0.675397309514597,0.10803001229858888,0.03726927281196032,0.01856226411257766
0.7673609258538154,0.11498635836989879,0.0443105909890591,0.014906729145943648
0.8718465149800815,0.12154823175287033,0.052699353249123664,0.011634557687737442
0.9905590968645671,0.12775458355794533,0.06268218911264602,0.009124938300810818
1.1254358508315696,0.13375588283942685,0.07455788912105372,0.007099369113754165
1.2786777268980591,0.13985861246099374,0.08868904661518051,0.005600529005748767
1.4527853613842987,0.14656980341766435,0.10550581874234258,0.004376807966790161
1.6505998828747652,0.15462588026199509,0.12553682755785492,0.003333028188476049
1.8753492744104643,0.16498069673371596,0.14940901734613643,0.002537692552402959
2.130701048461599,0.1787184963709787,0.17762146379472155,0.0019481936415410726
2.420822094242961,0.19686175326811295,0.21164730494728437,0.0014909214003779292
2.7504466739743543,0.2200783773486834,0.2525217576591168,0.0011247401874405806
3.124953677664736,0.2483655651943093,0.3012522236207536,0.0008542622473088922
3.550454397081473,0.28086114365481407,0.3598763858367056,0.0006372289441554148
4.033892251220623,0.31591712884505485,0.4307794014302606,0.00047767497554113597
4.583156090621484,0.35144724346088196,0.5171495956291441,0.0003568188168025608
5.207208929451393,0.3855133079800246,0.6240039982499064,0.0002597250317433583
5.91623420604064,0.41709354098296414,0.7564250726194758,0.00018823790036638183
6.721801958580707,0.44653526832432533,0.924615881604425,0.00013519430170094615
7.637057627679228,0.4753126376091359,1.103327507116431,9.656518533698233E-05
8.676936566695368,0.5056011239068479,1.3122986003347201,7.407242294748767E-05
9.858407760284809,0.5395157841022895,1.5607405038510644,5.558043384157181E-05
11.200750728209842,0.5784369958081985,1.8564931514763163,4.2211213574874514E-05
12.72587013299487,0.6230874862678855,2.2078558930646555,3.248185494848822E-05
14.45865322526771,0.6737452332930651,2.5989430095798616,2.454310954613553E-05
16.427375959662296,0.729952546484439,3.0881404469425093,1.9113022257835997E-05
18.664164408375882,0.7901266045498456,3.663490578476414,1.4339316877343395E-05
21.205519001833704,0.8518855749068486,4.329116198992359,1.1080537967312557E-05
24.092910151141346,0.9121928656264018,5.265369814103447,9.476570073743342E-06
27.3734549718295,0.9675671363431384,6.241146298105407,4.869174276609966E-06
31.100686151825478,1.014862137374191,7.665212436137851,1.3238972288125403E-06
35.33542551021658,1.052779162580979,9.941660953074798,1.947455334003971E-09
40.14677650173894,1.0834309791967165,0,0
45.613251862909266,1.112641585776446,,
51.82405480098948,1.1483809803968903,,
58.88053463252163,1.1974713140645399,,
66.8978406248788,1.261504980244542,,
76.00680102860035,1.3338273775272889,,
86.35605796299512,1.4002745961370486,,
98.11449299256871,1.4442101838909593,,
111.47398297539121,1.4537983265435308,,
126.6525311539754,1.4289472687918803,,
143.89782458252938,1.3863270266763763,,
163.49127594150298,1.36252035089856,,
185.7526156946912,1.4144312283905052,,
211.0451095247746,1.613797980520058,,
239.78148618661447,2.0330051518030885,,
272.43067251038207,2.7232192105948414,,
309.5254454578579,3.690012786592874,,
351.67112609992296,4.874750119841863,,
399.5554573855738,6.149896105696406,,
453.9598268901783,7.330656143526035,,
515.7720176783681,8.200347172056958,,
586.0006953530946,8.547665259255595,,
665.7918676938581,8.207207160370729,,
756.4475854762908,7.098335374374969,,
859.4471896373824,5.240884092444389,,
976.4714515024996,2.7163388573596308,,
1109.4299999999967,0,,
