Sample Name,Citricacid_grind20min,,
Measurement Date Time,2025/12/18 13:28:18,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,1.5424,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.3206596921756286,,
Dx (50),21.28764287745452,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0.0005647071369505726,0.0026667704722456043,1
0.11308222859981587,0.08094196699090368,0.003277936829256543,0.4700102205766235
0.12847975911886883,0.1618948917338404,0.0039132482752340094,0.5515575660908334
0.14597385201576613,0.2413168116959441,0.004657107503481888,0.31498223451994467
0.1658499799381348,0.3186347212521305,0.00554121540491368,0.3207277200578237
0.18843248613120703,0.3934925991471354,0.006592693308370272,0.19935947846444252
0.21408987714579308,0.46534206857672644,0.007840520001823451,0.18410000944834526
0.24324083621327308,0.5337739146066629,0.009319543887892858,0.12435082782691863
0.27636105541524886,0.5984375897108762,0.011080120902706178,0.10591161001954975
0.3139909981367784,0.6590777652168756,0.013179261471081677,0.07677143963966912
0.356744718472697,0.7155404907279568,0.01566630332363236,0.06538264894420807
0.4053198815041342,0.7677904033135832,0.0186254559373255,0.0523477985758854
0.4605091479584124,0.8159278520300912,0.0221543695669397,0.04449698011184746
0.5232131090298364,0.8602093806090458,0.02634398389147917,0.036946128554641876
0.5944549824347669,0.9010707958472821,0.03133650455887268,0.03167351321810427
0.675397309514597,0.9391527914577527,0.03726927281196032,0.026734764395343117
0.7673609258538154,0.9753279927636331,0.0443105909890591,0.023738464512555117
0.8718465149800815,1.0107268846547566,0.052699353249123664,0.020082510117147713
0.9905590968645671,1.0467574853606703,0.06268218911264602,0.01721101139592239
1.1254358508315696,1.0851095522263101,0.07455788912105372,0.014628585626538118
1.2786777268980591,1.1277283120820076,0.08868904661518051,0.012439931974254255
1.4527853613842987,1.1767357807136563,0.10550581874234258,0.010442599951771136
1.6505998828747652,1.2342718444801424,0.12553682755785492,0.008786565284848943
1.8753492744104643,1.3022267908748333,0.14940901734613643,0.0073316999153870445
2.130701048461599,1.3818470146644835,0.17762146379472155,0.006187554171438248
2.420822094242961,1.4732167711346023,0.21164730494728437,0.005139518092366617
2.7504466739743543,1.574641305610598,0.2525217576591168,0.004256061395381169
3.124953677664736,1.6819765711201882,0.3012522236207536,0.0035289059351494264
3.550454397081473,1.7880406897377483,0.3598763858367056,0.002892576393544479
4.033892251220623,1.8825992742761208,0.4307794014302606,0.002336738298289418
4.583156090621484,1.954011582027789,0.5171495956291441,0.0018860323235363294
5.207208929451393,1.9933425619431944,0.6240039982499064,0.0014976176744056354
5.91623420604064,1.9991104889451279,0.7564250726194758,0.0011638371662883924
6.721801958580707,1.9783511458399872,0.924615881604425,0.0008947431758926247
7.637057627679228,1.9430614945349802,1.103327507116431,0.0006777714116396063
8.676936566695368,1.9058146210799336,1.3122986003347201,0.0005405574830616135
9.858407760284809,1.8748510957693227,1.5607405038510644,0.00042259013416877974
11.200750728209842,1.8512460474459829,1.8564931514763163,0.00033166441427533443
12.72587013299487,1.8322773498473595,2.2078558930646555,0.0002619386115260047
14.45865322526771,1.815982634436189,2.5989430095798616,0.00020296987428759452
16.427375959662296,1.802396425448137,3.0881404469425093,0.00016143556308562552
18.664164408375882,1.7923808763137572,3.663490578476414,0.00012590714174278998
21.205519001833704,1.787812714425435,4.329116198992359,9.87381418439197E-05
24.092910151141346,1.7890201467112803,5.265369814103447,8.567457226783842E-05
27.3734549718295,1.7926618863214614,6.241146298105407,4.449422372267243E-05
31.100686151825478,1.792544063879248,7.665212436137851,1.2951281996879749E-05
35.33542551021658,1.7816189599398555,9.941660953074798,7.636620713641296E-09
40.14677650173894,1.7536999755798632,0,0
45.613251862909266,1.7047504295501028,,
51.82405480098948,1.6348195222674846,,
58.88053463252163,1.5499833363937228,,
66.8978406248788,1.4618775007116085,,
76.00680102860035,1.3843545104713684,,
86.35605796299512,1.32901880621948,,
98.11449299256871,1.30244142386357,,
111.47398297539121,1.3049803611999522,,
126.6525311539754,1.3304847753858127,,
143.89782458252938,1.3680585549664812,,
163.49127594150298,1.4063722643983994,,
185.7526156946912,1.4392265502355457,,
211.0451095247746,1.471762704344627,,
239.78148618661447,1.5218759783419955,,
272.43067251038207,1.6124834543225148,,
309.5254454578579,1.7561528508721835,,
351.67112609992296,1.9403082051646976,,
399.5554573855738,2.1250540739258668,,
453.9598268901783,2.254884224683579,,
515.7720176783681,2.2763623997093987,,
586.0006953530946,2.157787265615312,,
665.7918676938581,1.8988506716277271,,
756.4475854762908,1.5232662553075471,,
859.4471896373824,1.0617982412866098,,
976.4714515024996,0.5311550265084151,,
1109.4299999999967,0,,
