Sample Name,Citricacid_grind_for100um,,
Measurement Date Time,2025/12/18 18:00:31,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,1.5424,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.504658154596071,,
Dx (50),83.2364100795578,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0.0006498189708626641,0.003277936829256543,0.5894548750504173
0.12847975911886883,0.08424496627414481,0.0039132482752340094,0.6122606176220056
0.14597385201576613,0.12705855634584423,0.004657107503481888,0.40764201923232224
0.1658499799381348,0.16915996852256493,0.00554121540491368,0.379213381315572
0.18843248613120703,0.21086021771957686,0.006592693308370272,0.2549320202014097
0.21408987714579308,0.25206284322915584,0.007840520001823451,0.21638768692828667
0.24324083621327308,0.2925452255965425,0.009319543887892858,0.1498390532801901
0.27636105541524886,0.3320730626864068,0.011080120902706178,0.12265182222347316
0.3139909981367784,0.3703693697773571,0.013179261471081677,0.09082984449960216
0.356744718472697,0.4071274015481019,0.01566630332363236,0.07599587298118882
0.4053198815041342,0.442016342425545,0.0186254559373255,0.060231806910819946
0.4605091479584124,0.47469628304944234,0.0221543695669397,0.05049666340386684
0.5232131090298364,0.5048408905416375,0.02634398389147917,0.04121104856758182
0.5944549824347669,0.5321719093534769,0.03133650455887268,0.03454676647538645
0.675397309514597,0.5565085064253248,0.03726927281196032,0.028429329888924607
0.7673609258538154,0.577834540193634,0.0443105909890591,0.024418278513508813
0.8718465149800815,0.5963850166534526,0.052699353249123664,0.020207838640085903
0.9905590968645671,0.6127488311452503,0.06268218911264602,0.016751179132621086
1.1254358508315696,0.6279767814247164,0.07455788912105372,0.013856915888187863
1.2786777268980591,0.6436706510705701,0.08868904661518051,0.011423672293221655
1.4527853613842987,0.6620114284683387,0.10550581874234258,0.009331129251194599
1.6505998828747652,0.6856674506330478,0.12553682755785492,0.007607536128573881
1.8753492744104643,0.7175192082422228,0.14940901734613643,0.006179154157988037
2.130701048461599,0.7601668330076112,0.17762146379472155,0.005063459048973091
2.420822094242961,0.815263912343573,0.21164730494728437,0.004079668881114719
2.7504466739743543,0.882826507521127,0.2525217576591168,0.003276989820954468
3.124953677664736,0.960721762380988,0.3012522236207536,0.002632473056414668
3.550454397081473,1.044486505990676,0.3598763858367056,0.0020940272689527685
4.033892251220623,1.1276085029683038,0.4307794014302606,0.0016417158368589888
4.583156090621484,1.2026683067658421,0.5171495956291441,0.001289237190436946
5.207208929451393,1.2637657548478352,0.6240039982499064,0.0009976336216455956
5.91623420604064,1.3092431975035268,0.7564250726194758,0.0007590814099847245
6.721801958580707,1.3422424358199905,0.924615881604425,0.0005733707538886693
7.637057627679228,1.368562080859018,1.103327507116431,0.0004291238598088663
8.676936566695368,1.3940395415430586,1.3122986003347201,0.0003398417184884395
9.858407760284809,1.4217823597606056,1.5607405038510644,0.00026502457153806784
11.200750728209842,1.4508304160088379,1.8564931514763163,0.00020807575326773722
12.72587013299487,1.4784765866394487,2.2078558930646555,0.00016467278463807943
14.45865322526771,1.5032165024023456,2.5989430095798616,0.00012806440557562736
16.427375959662296,1.5255757867040387,3.0881404469425093,0.0001020305691631392
18.664164408375882,1.5473431164365934,3.663490578476414,7.948207982148764E-05
21.205519001833704,1.571389312793677,4.329116198992359,6.218840357028106E-05
24.092910151141346,1.5997322582293236,5.265369814103447,5.3634047181309066E-05
27.3734549718295,1.6317726488382434,6.241146298105407,2.7802548213499216E-05
31.100686151825478,1.6643205279824045,7.665212436137851,8.076577176690551E-06
35.33542551021658,1.6925288521395387,9.941660953074798,4.691049272742657E-09
40.14677650173894,1.7108829806714283,0,0
45.613251862909266,1.7142232450699169,,
51.82405480098948,1.6995636105400322,,
58.88053463252163,1.6680072462975062,,
66.8978406248788,1.6249233157993217,,
76.00680102860035,1.5779971623601838,,
86.35605796299512,1.5343951792941013,,
98.11449299256871,1.4993779155314613,,
111.47398297539121,1.476513265309194,,
126.6525311539754,1.4683941240000067,,
143.89782458252938,1.4780983280533917,,
163.49127594150298,1.511735246220411,,
185.7526156946912,1.581242080338022,,
211.0451095247746,1.7064718412588107,,
239.78148618661447,1.9127677007363104,,
272.43067251038207,2.2212531214704114,,
309.5254454578579,2.63403702984715,,
351.67112609992296,3.122110349657831,,
399.5554573855738,3.6238002019163247,,
453.9598268901783,4.053165085196795,,
515.7720176783681,4.313938329626225,,
586.0006953530946,4.319262605234883,,
665.7918676938581,4.011094733809372,,
756.4475854762908,3.374285478391002,,
859.4471896373824,2.4375426522579744,,
976.4714515024996,1.2452290323672344,,
1109.4299999999967,0,,
