Sample Name,Ajinomoto_grind7min,,
Measurement Date Time,2025/10/03 12:16:49,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,0,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.3938537615311471,,
Dx (50),185.7270927592262,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0,0.003277936829256543,0.6726830088655167
0.12847975911886883,0,0.0039132482752340094,0.6781017287976019
0.14597385201576613,0.0005542910073864061,0.004657107503481888,0.5156183646474609
0.1658499799381348,0.06940491406245594,0.00554121540491368,0.480520605868725
0.18843248613120703,0.08825301329193738,0.006592693308370272,0.3662980587410478
0.21408987714579308,0.10686223901943104,0.007840520001823451,0.29722633851840397
0.24324083621327308,0.12580128424581805,0.009319543887892858,0.2240559776460718
0.27636105541524886,0.14501998001419264,0.011080120902706178,0.1787055367267304
0.3139909981367784,0.16436786134560166,0.013179261471081677,0.1283548942505534
0.356744718472697,0.18368704831339722,0.01566630332363236,0.10605153764037922
0.4053198815041342,0.20276803456888248,0.0186254559373255,0.08074636514487184
0.4605091479584124,0.22136954800982367,0.0221543695669397,0.06712477671993478
0.5232131090298364,0.23922753914463368,0.02634398389147917,0.053231646219538346
0.5944549824347669,0.2560769617050114,0.03133650455887268,0.04446677682423231
0.675397309514597,0.27168324175247616,0.03726927281196032,0.035278390434946
0.7673609258538154,0.28588804300494397,0.0443105909890591,0.029573781230077336
0.8718465149800815,0.2986713028485175,0.052699353249123664,0.023691699135800295
0.9905590968645671,0.3102300804001734,0.06268218911264602,0.01908927764122655
1.1254358508315696,0.32107005044467085,0.07455788912105372,0.015191720847018761
1.2786777268980591,0.33209717622311175,0.08868904661518051,0.012102629939697285
1.4527853613842987,0.34468417935419016,0.10550581874234258,0.009519451240317688
1.6505998828747652,0.3606702998527065,0.12553682755785492,0.007479991289076751
1.8753492744104643,0.38223963407365247,0.14940901734613643,0.005924607283212955
2.130701048461599,0.41162652943275724,0.17762146379472155,0.004666291776437857
2.420822094242961,0.45063500849984806,0.21164730494728437,0.0036372697484692994
2.7504466739743543,0.5000432794917673,0.2525217576591168,0.0028253398349565558
3.124953677664736,0.5590695511791122,0.3012522236207536,0.00220245899833972
3.550454397081473,0.6251337780359609,0.3598763858367056,0.0016944324965934815
4.033892251220623,0.6941151645476991,0.4307794014302606,0.0012819681478826645
4.583156090621484,0.7612374584138264,0.5171495956291441,0.0009771318874287735
5.207208929451393,0.8225971110881378,0.6240039982499064,0.0007315020255959029
5.91623420604064,0.8767911533035342,0.7564250726194758,0.0005382665456882672
6.721801958580707,0.9253210032198531,0.924615881604425,0.0003923835198636297
7.637057627679228,0.9713781845524014,1.103327507116431,0.0002854206978232104
8.676936566695368,1.018339432520781,1.3122986003347201,0.00022114848328707706
9.858407760284809,1.0680387018649213,1.5607405038510644,0.0001681187412736748
11.200750728209842,1.1197752749483332,1.8564931514763163,0.0001296769798568366
12.72587013299487,1.1715757484753837,2.2078558930646555,0.00010099086961091818
14.45865322526771,1.2222554736816917,2.5989430095798616,7.718845125292699E-05
16.427375959662296,1.2723883748716993,3.0881404469425093,6.063928400486788E-05
18.664164408375882,1.324077373633493,3.663490578476414,4.6385996962281295E-05
21.205519001833704,1.3807097594379307,4.329116198992359,3.592922699149653E-05
24.092910151141346,1.4453053918195558,5.265369814103447,3.086657686441971E-05
27.3734549718295,1.5188869929945028,6.241146298105407,1.6044056319914943E-05
31.100686151825478,1.6000335438792774,7.665212436137851,4.3623351372677865E-06
35.33542551021658,1.6850939503760998,9.941660953074798,1.1628771186478682E-08
40.14677650173894,1.7681568375746863,0,0
45.613251862909266,1.8409929522679285,,
51.82405480098948,1.8944513630382787,,
58.88053463252163,1.9213294838086767,,
66.8978406248788,1.9189744449086774,,
76.00680102860035,1.8902346988018408,,
86.35605796299512,1.8425665503252233,,
98.11449299256871,1.78684136168863,,
111.47398297539121,1.7369905303167457,,
126.6525311539754,1.7102463956502234,,
143.89782458252938,1.7264809261324743,,
163.49127594150298,1.806474786384193,,
185.7526156946912,1.9699837905578121,,
211.0451095247746,2.2330355595766918,,
239.78148618661447,2.6029878434960523,,
272.43067251038207,3.0712387940445467,,
309.5254454578579,3.6067390923541964,,
351.67112609992296,4.154723237501756,,
399.5554573855738,4.6438846350825855,,
453.9598268901783,4.997025499753221,,
515.7720176783681,5.1397850780839605,,
586.0006953530946,5.0115263618861405,,
665.7918676938581,4.573454961949835,,
756.4475854762908,3.81375402232446,,
859.4471896373824,2.749657754316729,,
976.4714515024996,1.4071095931650177,,
1109.4299999999967,0,,
