Sample Name,Ajinomoto_grind15min,,
Measurement Date Time,2025/10/03 12:58:42,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,0,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.5269695548760398,,
Dx (50),72.51315513679926,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0.0004589193266168982,0.003277936829256543,0.6115317808383306
0.12847975911886883,0.06700299409748851,0.0039132482752340094,0.720053041431751
0.14597385201576613,0.10142385625375079,0.004657107503481888,0.49042415552661645
0.1658499799381348,0.13554234655266836,0.00554121540491368,0.491889930732077
0.18843248613120703,0.169886863137101,0.006592693308370272,0.3566221750053597
0.21408987714579308,0.20432271660348345,0.007840520001823451,0.32540160770853827
0.24324083621327308,0.23873557946222712,0.009319543887892858,0.24517379527435781
0.27636105541524886,0.27292987196576846,0.011080120902706178,0.20731541757011918
0.3139909981367784,0.3066550579391969,0.013179261471081677,0.15864649500239694
0.356744718472697,0.3395989886350508,0.01566630332363236,0.13396137423078827
0.4053198815041342,0.3713952876955864,0.0186254559373255,0.10660328429903879
0.4605091479584124,0.4016342150681971,0.0221543695669397,0.0895057432472179
0.5232131090298364,0.42988332735768076,0.02634398389147917,0.07287482896961851
0.5944549824347669,0.4557205606596795,0.03133650455887268,0.06100511367714587
0.675397309514597,0.47878432383058245,0.03726927281196032,0.04975503196244177
0.7673609258538154,0.4988451461676906,0.0443105909890591,0.0424444384724336
0.8718465149800815,0.5159027449161382,0.052699353249123664,0.03468083795491058
0.9905590968645671,0.5303094042197181,0.06268218911264602,0.028508894361506384
1.1254358508315696,0.542913820542311,0.07455788912105372,0.02333460508290622
1.2786777268980591,0.555207123469744,0.08868904661518051,0.018972090419430356
1.4527853613842987,0.5694333959828208,0.10550581874234258,0.015354915567447508
1.6505998828747652,0.5886023576013271,0.12553682755785492,0.01232677465772176
1.8753492744104643,0.6163202483413119,0.14940901734613643,0.009904015632790029
2.130701048461599,0.6563545625921225,0.17762146379472155,0.007991373405822436
2.420822094242961,0.7118944924806154,0.21164730494728437,0.006373539180086396
2.7504466739743543,0.7845766123450169,0.2525217576591168,0.005050519926988259
3.124953677664736,0.873490927714462,0.3012522236207536,0.004014166464383287
3.550454397081473,0.9745068929447083,0.3598763858367056,0.0031414327520821466
4.033892251220623,1.0803438796230829,0.4307794014302606,0.002427775295147264
4.583156090621484,1.1818771657509295,0.5171495956291441,0.0018719754503079282
5.207208929451393,1.2708942939611134,0.6240039982499064,0.0014200800658749958
5.91623420604064,1.3432025381595043,0.7564250726194758,0.0010572150664285
6.721801958580707,1.3996463607579557,0.924615881604425,0.00078162994319624
7.637057627679228,1.4444181082094296,1.103327507116431,0.0005755772821897948
8.676936566695368,1.4828648510228035,1.3122986003347201,0.0004500814598092544
9.858407760284809,1.518970565233598,1.5607405038510644,0.0003475640918078073
11.200750728209842,1.5538558396565065,1.8564931514763163,0.0002715882006876041
12.72587013299487,1.5874213837503959,2.2078558930646555,0.00021406760648943937
14.45865322526771,1.6205814438299022,2.5989430095798616,0.00016533421374172384
16.427375959662296,1.6557172205723774,3.0881404469425093,0.00013132385246035171
18.664164408375882,1.6957292202131171,3.663490578476414,0.00010181100449948111
21.205519001833704,1.7436332539294703,4.329116198992359,7.949997640519809E-05
24.092910151141346,1.800609415164061,5.265369814103447,6.914003461767794E-05
27.3734549718295,1.8643554580237094,6.241146298105407,3.622852889183753E-05
31.100686151825478,1.92934834509159,7.665212436137851,9.855168626299313E-06
35.33542551021658,1.9881960729647616,9.941660953074798,1.0230954735069455E-08
40.14677650173894,2.0331084588247847,0,0
45.613251862909266,2.05718040486407,,
51.82405480098948,2.0561552854415552,,
58.88053463252163,2.03046335305892,,
66.8978406248788,1.9858572653918287,,
76.00680102860035,1.9319306856951144,,
86.35605796299512,1.8798615647171957,,
98.11449299256871,1.8409874131930124,,
111.47398297539121,1.8257818701010464,,
126.6525311539754,1.8423743262730312,,
143.89782458252938,1.8947443057143545,,
163.49127594150298,1.982118139972357,,
185.7526156946912,2.100314919486962,,
211.0451095247746,2.244623995061687,,
239.78148618661447,2.4120016081184446,,
272.43067251038207,2.599708120895073,,
309.5254454578579,2.7998210852534555,,
351.67112609992296,2.99484725921576,,
399.5554573855738,3.159502421926632,,
453.9598268901783,3.2647530096387953,,
515.7720176783681,3.278282300800342,,
586.0006953530946,3.1660923694995375,,
665.7918676938581,2.8950283937187606,,
756.4475854762908,2.4376579187938034,,
859.4471896373824,1.7805589900142564,,
976.4714515024996,0.9217739806959742,,
1109.4299999999967,0,,
