Sample Name,NaCl_grind25min,,
Measurement Date Time,2025/12/16 15:19:50,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,No,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,1.5424,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,2,,
Feed Rate Demand,0,,
Weighted Residual,0.1807848328945785,,
Dx (50),121.73391737139079,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0,0.003277936829256543,0.8472049574752041
0.12847975911886883,0,0.0039132482752340094,0.7927927787535965
0.14597385201576613,0,0.004657107503481888,0.7142743420077824
0.1658499799381348,0,0.00554121540491368,0.6544659357764208
0.18843248613120703,0,0.006592693308370272,0.5926699945489011
0.21408987714579308,0,0.007840520001823451,0.5537273915047941
0.24324083621327308,0,0.009319543887892858,0.4915619869430784
0.27636105541524886,0,0.011080120902706178,0.4340548869128518
0.3139909981367784,0,0.013179261471081677,0.36585305888278585
0.356744718472697,0,0.01566630332363236,0.3057423287692625
0.4053198815041342,0,0.0186254559373255,0.2444263665391083
0.4605091479584124,0,0.0221543695669397,0.19569790169962872
0.5232131090298364,0,0.02634398389147917,0.15222569329619956
0.5944549824347669,0,0.03133650455887268,0.11921307505146989
0.675397309514597,0,0.03726927281196032,0.0913134817096377
0.7673609258538154,0,0.0443105909890591,0.07206442701887951
0.8718465149800815,0,0.052699353249123664,0.05478644299355363
0.9905590968645671,0.0007966499748566385,0.06268218911264602,0.041842095254527686
1.1254358508315696,0.06399594101615073,0.07455788912105372,0.03160696184691733
1.2786777268980591,0.08321278520741562,0.08868904661518051,0.023856980709861062
1.4527853613842987,0.10249447918635204,0.10550581874234258,0.01777496597568767
1.6505998828747652,0.12289464147681523,0.12553682755785492,0.013277970413833613
1.8753492744104643,0.1447378757700562,0.14940901734613643,0.009787711622432258
2.130701048461599,0.1688642500049412,0.17762146379472155,0.007335949131436763
2.420822094242961,0.19673047029275081,0.21164730494728437,0.0053843870191398165
2.7504466739743543,0.22952339963915092,0.2525217576591168,0.00395413410547429
3.124953677664736,0.26798207526551354,0.3012522236207536,0.0029024295441072412
3.550454397081473,0.3125741457254516,0.3598763858367056,0.0021010994316965
4.033892251220623,0.3633438705885368,0.4307794014302606,0.0014999443428445431
4.583156090621484,0.42006060474960405,0.5171495956291441,0.0010781880164742479
5.207208929451393,0.48209010100427685,0.6240039982499064,0.0007586946850044957
5.91623420604064,0.5488070065377593,0.7564250726194758,0.0005272592773455349
6.721801958580707,0.6195636866915648,0.924615881604425,0.00036448310621055345
7.637057627679228,0.6939508559679721,1.103327507116431,0.00025362709963410183
8.676936566695368,0.7719182886633336,1.3122986003347201,0.00018887038910817366
9.858407760284809,0.8539260687209902,1.5607405038510644,0.00013976627984858402
11.200750728209842,0.9411577446228296,1.8564931514763163,0.00010476671212833523
12.72587013299487,1.0357427387506188,2.2078558930646555,7.986691297327308E-05
14.45865322526771,1.1407688908813398,2.5989430095798616,6.323217763084362E-05
16.427375959662296,1.259848801341974,3.0881404469425093,4.8783901976426075E-05
18.664164408375882,1.3963354506018444,3.663490578476414,3.8746362189423586E-05
21.205519001833704,1.5522525831839449,4.329116198992359,2.9821736868739964E-05
24.092910151141346,1.7271184793255365,5.265369814103447,2.71773651640466E-05
27.3734549718295,1.9172650953077106,6.241146298105407,1.4079793595364352E-05
31.100686151825478,2.1161444984046867,7.665212436137851,4.117668587530819E-06
35.33542551021658,2.315689159558165,9.941660953074798,5.047729786858739E-09
40.14677650173894,2.5084090668368084,0,0
45.613251862909266,2.689694158632971,,
51.82405480098948,2.8599692254830735,,
58.88053463252163,3.0259985856671605,,
66.8978406248788,3.2003662368423775,,
76.00680102860035,3.3985734633703757,,
86.35605796299512,3.6342904857828486,,
98.11449299256871,3.9138952033468186,,
111.47398297539121,4.231208432733212,,
126.6525311539754,4.56397265212761,,
143.89782458252938,4.873625161576022,,
163.49127594150298,5.1098574059254105,,
185.7526156946912,5.219632960866164,,
211.0451095247746,5.1597476424237385,,
239.78148618661447,4.908679091047048,,
272.43067251038207,4.473331056422154,,
309.5254454578579,3.8884016094851006,,
351.67112609992296,3.209389535502069,,
399.5554573855738,2.503003152552324,,
453.9598268901783,1.8355432192086738,,
515.7720176783681,1.259654490420047,,
586.0006953530946,0.8055604079609964,,
665.7918676938581,0.47911539597649266,,
756.4475854762908,0.26430616367558457,,
859.4471896373824,0.13099197016538255,,
976.4714515024996,0.0016278520400163643,,
1109.4299999999967,0,,
