Material,Target_D50,Common_Measured_Mean,P2AE_Total_Deviation,P2AE_Total_Deviation_Percent,AE2P_GPR_Prediction,AE2P_Estimation_Error,AE2P_Estimation_Error_Percent,AE2P_Est_Error_In_GPR_Range,num_AE2P_mu_GPR,num_AE2P_sigma_GPR,num_Common_mu_trial,num_Common_sigma_trial
Citricacid,20,17.41 ± 3.63,2.5933770750114635,12.966885375057316,19.96 ± N/A,-2.553366481009291,-17.724620323747313,,19.959989405997828,,17.406622924988536,3.6277239762512203
Citricacid,50,38.28 ± 7.36,11.718528101232065,23.43705620246413,43.80 ± N/A,-5.517437546686274,-16.45474035032588,,43.79890944545421,,38.28147189876794,7.358541039465956
Citricacid,100,98.34 ± 14.27,1.656855561558648,1.656855561558648,95.02 ± N/A,3.327141911493252,2.36294884147639,,95.0160025269481,,98.34314443844134,14.26510361044303
MSG,50,52.42 ± 7.98,-2.415731327533711,-4.831462655067422,52.51 ± N/A,-0.09294567705933095,-1.9622596505746126,,52.50867700459304,,52.41573132753371,7.981175705748254
MSG,100,125.40 ± 28.43,-25.401685585187156,-25.401685585187156,92.47 ± N/A,32.930850008953435,23.401472426915607,,92.47083557623371,,125.40168558518717,28.43264147780261
MSG,200,267.11 ± 54.62,-67.10923400851047,-33.554617004255235,191.43 ± N/A,75.67772434391378,27.223286207479532,,191.4315096645967,,267.10923400851044,54.619730775605504
NaCl,150,132.33 ± 8.05,17.673051575702562,11.78203438380171,139.50 ± N/A,-7.172588210001455,-5.676254993796309,,139.4995366342989,,132.32694842429746,8.053067666921905
NaCl,200,196.65 ± 7.46,3.347306657941582,1.673653328970791,196.55 ± N/A,0.10704828628520129,-0.020239780802813634,,196.5456450557732,,196.65269334205843,7.460159937319247
NaCl,250,237.98 ± 14.22,12.024109208801425,4.809643683520569,249.63 ± N/A,-11.656199060827296,-5.074115062809728,,249.63208985202587,,237.97589079119857,14.222939027578484
