direction,reagent,r_squared,average_variance,mpiw,nmpiw,kernel_optimized,model_path
particle2ae,Citricacid,0.9898910525848081,2269.2164285135964,183.52479337162666,0.5761055039470265,1.35**2 * RBF(length_scale=95.8) + WhiteKernel(noise_level=0.0129),model_comparison/gpr/gpr_model_particle2ae_Citricacid_exp2.joblib
ae2particle,Citricacid,0.9904010342397297,127.6085044429755,42.963691110282305,0.6217220733199634,1.31**2 * RBF(length_scale=334) + WhiteKernel(noise_level=0.0127),model_comparison/gpr/gpr_model_ae2particle_Citricacid_exp2.joblib
particle2ae,MSG,0.8926343495001247,93339.4686164866,1196.9891411440526,1.4573576827107482,2.67**2 * RBF(length_scale=430) + WhiteKernel(noise_level=0.122),model_comparison/gpr/gpr_model_particle2ae_MSG_exp2.joblib
ae2particle,MSG,0.9184253562716368,1217.0826270776442,136.4162426787411,1.3585648932261583,1.22**2 * RBF(length_scale=1.32e+03) + WhiteKernel(noise_level=0.0973),model_comparison/gpr/gpr_model_ae2particle_MSG_exp2.joblib
particle2ae,NaCl,0.9547244025698316,226.3742916664206,58.72911254640072,1.0144617030466472,1.3**2 * RBF(length_scale=124) + WhiteKernel(noise_level=0.054),model_comparison/gpr/gpr_model_particle2ae_NaCl_exp2.joblib
ae2particle,NaCl,0.9731829360233973,239.67999917109125,59.84820018975806,0.8905392394277556,1.09**2 * RBF(length_scale=51.6) + WhiteKernel(noise_level=0.0359),model_comparison/gpr/gpr_model_ae2particle_NaCl_exp2.joblib
