Sample Name,MSG_grind7min_3rd,,
Measurement Date Time,2025/12/19 17:09:27,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,1.5424,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.47063177018043595,,
Dx (50),194.54312094231764,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0,0.003277936829256543,0.716066007893957
0.12847975911886883,0,0.0039132482752340094,0.7410558177457055
0.14597385201576613,0.0005853526983913127,0.004657107503481888,0.5654274666822563
0.1658499799381348,0.07321835069889407,0.00554121540491368,0.5217816391058446
0.18843248613120703,0.09280458262201798,0.006592693308370272,0.39482427183474
0.21408987714579308,0.11196099441405363,0.007840520001823451,0.3407910384166876
0.24324083621327308,0.1312672435208299,0.009319543887892858,0.255193478369559
0.27636105541524886,0.150661038467092,0.011080120902706178,0.20467722418671408
0.3139909981367784,0.16997790488233133,0.013179261471081677,0.14942118678076524
0.356744718472697,0.18905463943362533,0.01566630332363236,0.11908252748483339
0.4053198815041342,0.20768072503976953,0.0186254559373255,0.08996566689174414
0.4605091479584124,0.2256194203091777,0.0221543695669397,0.07261997671008497
0.5232131090298364,0.24261607634686322,0.02634398389147917,0.057379910703500396
0.5944549824347669,0.258419284178383,0.03133650455887268,0.04639426941779722
0.675397309514597,0.272811053065384,0.03726927281196032,0.03691214585667954
0.7673609258538154,0.28565068278458705,0.0443105909890591,0.030433795764024493
0.8718465149800815,0.29693425539992413,0.052699353249123664,0.02432730862264985
0.9905590968645671,0.3068705270831207,0.06268218911264602,0.019437602125219413
1.1254358508315696,0.315969737783349,0.07455788912105372,0.015537220569099787
1.2786777268980591,0.32513434787631823,0.08868904661518051,0.01234487741734422
1.4527853613842987,0.3357289448554335,0.10550581874234258,0.009751594448071235
1.6505998828747652,0.34959172281704154,0.12553682755785492,0.0076976000192393364
1.8753492744104643,0.3689372751023212,0.14940901734613643,0.006063749243321566
2.130701048461599,0.3961013739091941,0.17762146379472155,0.004821221121206009
2.420822094242961,0.43310839798828216,0.21164730494728437,0.003771084699876776
2.7504466739743543,0.481108276486669,0.2525217576591168,0.0029436078379436554
3.124953677664736,0.5398112830858111,0.3012522236207536,0.0022951081900559685
3.550454397081473,0.607099712549199,0.3598763858367056,0.001773323186005574
4.033892251220623,0.6790125651409005,0.4307794014302606,0.001347774107073053
4.583156090621484,0.750365123139213,0.5171495956291441,0.0010237596449091887
5.207208929451393,0.8162568382347146,0.6240039982499064,0.0007653842671222044
5.91623420604064,0.8740093333412737,0.7564250726194758,0.000561721944446857
6.721801958580707,0.9239314118275921,0.924615881604425,0.00040955222557684587
7.637057627679228,0.9682900521415121,1.103327507116431,0.0002979632744473592
8.676936566695368,1.010006786022485,1.3122986003347201,0.00023075810796509418
9.858407760284809,1.051108460848658,1.5607405038510644,0.00017648782601513343
11.200750728209842,1.0917948335257126,1.8564931514763163,0.00013660147747062727
12.72587013299487,1.1315307557388579,2.2078558930646555,0.00010676954935580753
14.45865322526771,1.170574569854498,2.5989430095798616,8.16272636690684E-05
16.427375959662296,1.2104508128099667,3.0881404469425093,6.47822411765062E-05
18.664164408375882,1.2535530005400553,3.663490578476414,4.9695558774372995E-05
21.205519001833704,1.302999733049404,4.329116198992359,3.865854669273845E-05
24.092910151141346,1.361374201955794,5.265369814103447,3.338410088553269E-05
27.3734549718295,1.429418720327039,6.241146298105407,1.7174190390320848E-05
31.100686151825478,1.5056102121167712,7.665212436137851,4.983413142135162E-06
35.33542551021658,1.5861507852092984,9.941660953074798,3.3293541929072844E-09
40.14677650173894,1.6650565635607393,0,0
45.613251862909266,1.7346801941622978,,
51.82405480098948,1.7873725673450238,,
58.88053463252163,1.8178841229759612,,
66.8978406248788,1.8252059957584876,,
76.00680102860035,1.8132737548749844,,
86.35605796299512,1.7908030759052096,,
98.11449299256871,1.7713172613884325,,
111.47398297539121,1.7729776507035808,,
126.6525311539754,1.8169053491615585,,
143.89782458252938,1.9240242763622533,,
163.49127594150298,2.1110971444843614,,
185.7526156946912,2.3866418751366894,,
211.0451095247746,2.7481887884246063,,
239.78148618661447,3.180458541456879,,
272.43067251038207,3.6535789304092106,,
309.5254454578579,4.122463002714994,,
351.67112609992296,4.531064721990674,,
399.5554573855738,4.8226959286219255,,
453.9598268901783,4.950237679617217,,
515.7720176783681,4.879947701856892,,
586.0006953530946,4.5911987990700425,,
665.7918676938581,4.074060795193105,,
756.4475854762908,3.329480289747508,,
859.4471896373824,2.36985662128275,,
976.4714515024996,1.204807297396897,,
1109.4299999999967,0,,
