direction,reagent,method,selection_criterion,metric,rmse_train,mae_train,r_squared,violation_rate,max_violation_derivative,mean_derivative,constraint_direction,degree,lambda_smooth,n_params,aic_selected,bic_selected,cv_best_degree,cv_best_lambda,cv_best_rmse,model_path
particle2ae,Citricacid,monotone_bernstein_bic,bic,Dmean,52.965732694656836,31.78089177428565,0.9723557679388023,0.0,0.0,4.622408928100535,increasing,3,0.0,4,174.7250963636567,178.90318611455038,11,0.0,55.144603290814324,results/Dmean/monotone_bernstein_model_bic_particle2ae_Citricacid_exp2_Dmean.joblib
ae2particle,Citricacid,monotone_bernstein_bic,bic,Dmean,12.022346814328461,10.028382209463135,0.9684393183266846,0.0,0.0,0.19021408009090682,increasing,5,0.0,6,116.44422040526646,122.711355031607,11,0.0,11.86791235861191,results/Dmean/monotone_bernstein_model_bic_ae2particle_Citricacid_exp2_Dmean.joblib
particle2ae,MSG,monotone_bernstein_bic,bic,Dmean,235.80144875705741,178.1293893584059,0.9175776815724604,0.0,0.0,10.307106950925101,increasing,2,0.0,3,235.44558554787545,238.5791528610457,2,0.0,270.71700044237014,results/Dmean/monotone_bernstein_model_bic_particle2ae_MSG_exp2_Dmean.joblib
ae2particle,MSG,monotone_bernstein_bic,bic,Dmean,18.883169580484967,14.896570770039935,0.92307570410668,0.0,0.0,0.0735317151496526,increasing,2,0.0,3,129.40738313187174,132.540950445042,2,0.0,21.893169772718704,results/Dmean/monotone_bernstein_model_bic_ae2particle_MSG_exp2_Dmean.joblib
particle2ae,NaCl,monotone_bernstein_bic,bic,Dmean,13.081710469445824,9.263147159787032,0.9489385077800302,0.0,0.0,0.9305507841648102,increasing,3,0.0,4,115.99103450721869,120.16912425811238,4,0.0,16.916342983293635,results/Dmean/monotone_bernstein_model_bic_particle2ae_NaCl_exp2_Dmean.joblib
ae2particle,NaCl,monotone_bernstein_bic,bic,Dmean,13.150501920342672,10.761388619379813,0.9390002618693386,0.0,0.0,0.8358551936557038,increasing,2,0.0,3,114.21131692319395,117.34488423636422,9,0.0,14.605723198559103,results/Dmean/monotone_bernstein_model_bic_ae2particle_NaCl_exp2_Dmean.joblib
