Sample Name,Citricacid_grind7min_2nd,,
Measurement Date Time,2025/12/18 14:23:10,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,1.5424,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.43111025059312985,,
Dx (50),80.67906187356799,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0,0.003277936829256543,0.7843570435637806
0.12847975911886883,0.0007239454025684077,0.0039132482752340094,0.8339720979524526
0.14597385201576613,0.08900441707380467,0.004657107503481888,0.6048657213006177
0.1658499799381348,0.12055375808376118,0.00554121540491368,0.56055251398158
0.18843248613120703,0.15217761823338452,0.006592693308370272,0.3937737665966209
0.21408987714579308,0.18456136789093058,0.007840520001823451,0.33382641482963304
0.24324083621327308,0.21773278067081592,0.009319543887892858,0.23721440589002127
0.27636105541524886,0.2516233433597703,0.011080120902706178,0.19377385271190026
0.3139909981367784,0.2861102441449388,0.013179261471081677,0.1468490299316637
0.356744718472697,0.3210037622205315,0.01566630332363236,0.12324668351992414
0.4053198815041342,0.35605412505038747,0.0186254559373255,0.09893479324349012
0.4605091479584124,0.39095937092184063,0.0221543695669397,0.08249137544394139
0.5232131090298364,0.42538230642593566,0.02634398389147917,0.0671851592647777
0.5944549824347669,0.4589781009027125,0.03133650455887268,0.056170687953486634
0.675397309514597,0.4914365864220547,0.03726927281196032,0.04608337020216931
0.7673609258538154,0.5225428459995864,0.0443105909890591,0.0394338329826672
0.8718465149800815,0.5522587910784003,0.052699353249123664,0.03258057805281302
0.9905590968645671,0.5808252157383702,0.06268218911264602,0.02705246580405153
1.1254358508315696,0.6088770566950918,0.07455788912105372,0.022348917312682265
1.2786777268980591,0.6375526529771092,0.08868904661518051,0.01842621322141164
1.4527853613842987,0.6685601057060682,0.10550581874234258,0.015051178171305137
1.6505998828747652,0.7041430741083543,0.12553682755785492,0.012261472216849617
1.8753492744104643,0.7468740623171684,0.14940901734613643,0.009923112592677584
2.130701048461599,0.7992141469877172,0.17762146379472155,0.008122138546088212
2.420822094242961,0.8628366973858341,0.21164730494728437,0.00654775378751448
2.7504466739743543,0.937823519873362,0.2525217576591168,0.00525460016313231
3.124953677664736,1.0219622727595983,0.3012522236207536,0.004227748923906877
3.550454397081473,1.1104302353881774,0.3598763858367056,0.00335927186741054
4.033892251220623,1.196151268366183,0.4307794014302606,0.002638119451433572
4.583156090621484,1.2711771504295744,0.5171495956291441,0.0020718661739082484
5.207208929451393,1.3293098669971055,0.6240039982499064,0.0015999231558287644
5.91623420604064,1.3689878851904034,0.7564250726194758,0.001211112437706752
6.721801958580707,1.3939955396861237,0.924615881604425,0.0009070323518337349
7.637057627679228,1.4112861109166381,1.103327507116431,0.0006716214719413306
8.676936566695368,1.4282124535316534,1.3122986003347201,0.0005254264169553089
9.858407760284809,1.4494611798250716,1.5607405038510644,0.0004030721440025617
11.200750728209842,1.4753489612295745,1.8564931514763163,0.0003111528933440692
12.72587013299487,1.5038229082463097,2.2078558930646555,0.0002415400265333756
14.45865322526771,1.5333423120171759,2.5989430095798616,0.00018393579170298969
16.427375959662296,1.5637811140787257,3.0881404469425093,0.0001436045619153112
18.664164408375882,1.5957940247251443,3.663490578476414,0.00010930994842083128
21.205519001833704,1.630815744652864,4.329116198992359,8.400034119260285E-05
24.092910151141346,1.669188169147489,5.265369814103447,7.213426742694058E-05
27.3734549718295,1.7084662563339421,6.241146298105407,3.6721830552542726E-05
31.100686151825478,1.7437258333291936,7.665212436137851,1.0531254797327647E-05
35.33542551021658,1.7690946055593173,9.941660953074798,7.371110278942613E-09
40.14677650173894,1.779448508777456,0,0
45.613251862909266,1.7717725173319394,,
51.82405480098948,1.7466267578515087,,
58.88053463252163,1.7091817415342305,,
66.8978406248788,1.6682137779082282,,
76.00680102860035,1.6329662277838466,,
86.35605796299512,1.6098616372606003,,
98.11449299256871,1.6012961262697303,,
111.47398297539121,1.606131646873422,,
126.6525311539754,1.6209231337834424,,
143.89782458252938,1.6424460733922146,,
163.49127594150298,1.6718036020674774,,
185.7526156946912,1.718590351426073,,
211.0451095247746,1.8037089958336026,,
239.78148618661447,1.9567698351998786,,
272.43067251038207,2.2055919385013425,,
309.5254454578579,2.5600876389705007,,
351.67112609992296,2.998166238133308,,
399.5554573855738,3.4623127957487725,,
453.9598268901783,3.8674921741080794,,
515.7720176783681,4.116340752815333,,
586.0006953530946,4.121302059905602,,
665.7918676938581,3.825492617897922,,
756.4475854762908,3.2157298059001818,,
859.4471896373824,2.321309276184678,,
976.4714515024996,1.1853196412569815,,
1109.4299999999967,0,,
