prev_grind_min,next_grind_min,delta_min,d50_prev,d50_next,d50_ratio,prev_file,next_file
3.0,5.0,2.0,215.0545697221423,96.31591325484057,0.44786731748729613,20251218_121608_Citricacid_grind3min.csv,20251218_121959_Citricacid_grind5min.csv
5.0,7.0,2.0,96.31591325484057,83.85883030461127,0.8706643323074836,20251218_121959_Citricacid_grind5min.csv,20251218_123055_Citricacid_grind7min.csv
7.0,10.0,3.0,83.85883030461127,47.92528273510931,0.5714995375087407,20251218_123055_Citricacid_grind7min.csv,20251218_124732_Citricacid_grind10min.csv
10.0,15.0,5.0,47.92528273510931,27.00597941999335,0.563501723490286,20251218_124732_Citricacid_grind10min.csv,20251218_130632_Citricacid_grind15min.csv
15.0,20.0,5.0,27.00597941999335,21.28764287745452,0.7882566503659049,20251218_130632_Citricacid_grind15min.csv,20251218_132818_Citricacid_grind20min.csv
20.0,25.0,5.0,21.28764287745452,10.879752508521543,0.5110830058148033,20251218_132818_Citricacid_grind20min.csv,20251218_135707_Citricacid_grind25min.csv
