Sample Name,Citricacid_grind_for50um_3rd,,
Measurement Date Time,2025/12/18 19:08:54,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,1.5424,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.38543179356217255,,
Dx (50),37.32884736783548,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0.00035552375692733516,0.0026667704722456043,1
0.11308222859981587,0.06531113315738485,0.003277936829256543,0.515619062057728
0.12847975911886883,0.13072462834032256,0.0039132482752340094,0.577411182334181
0.14597385201576613,0.19477277638827542,0.004657107503481888,0.35573041228794167
0.1658499799381348,0.25753897211464394,0.00554121540491368,0.344339788808034
0.18843248613120703,0.31838314505250553,0.006592693308370272,0.22509842706957445
0.21408987714579308,0.3770026046541898,0.007840520001823451,0.20132473614451965
0.24324083621327308,0.4330076351689094,0.009319543887892858,0.1396468990747963
0.27636105541524886,0.48608344958870897,0.011080120902706178,0.11649542636522811
0.3139909981367784,0.5359545900029099,0.013179261471081677,0.0870528685644102
0.356744718472697,0.5824068749950619,0.01566630332363236,0.0739497701438268
0.4053198815041342,0.6252965370979311,0.0186254559373255,0.059759892449992344
0.4605091479584124,0.664567081055953,0.0221543695669397,0.05037911023180179
0.5232131090298364,0.7002693415972328,0.02634398389147917,0.04173171072831726
0.5944549824347669,0.7325873310373172,0.03133650455887268,0.03537960688439234
0.675397309514597,0.7618704618530803,0.03726927281196032,0.02957031427980941
0.7673609258538154,0.7886728042431974,0.0443105909890591,0.025789127744454562
0.8718465149800815,0.8137986512551167,0.052699353249123664,0.021513738493994555
0.9905590968645671,0.8383511114216535,0.06268218911264602,0.018158759957979696
1.1254358508315696,0.8637757391236764,0.07455788912105372,0.015174832040810798
1.2786777268980591,0.8918837232897285,0.08868904661518051,0.012711245397677911
1.4527853613842987,0.9248288892211693,0.10550581874234258,0.010497988208381288
1.6505998828747652,0.9650017055258608,0.12553682755785492,0.008696965691259903
1.8753492744104643,1.0147971525608206,0.14940901734613643,0.007135366282572816
2.130701048461599,1.0762209972778543,0.17762146379472155,0.0059346691597297364
2.420822094242961,1.1503296131805154,0.21164730494728437,0.004856127662891913
2.7504466739743543,1.236550399627152,0.2525217576591168,0.003963213714184826
3.124953677664736,1.3319894731848407,0.3012522236207536,0.0032396224688968594
3.550454397081473,1.4309163010583141,0.3598763858367056,0.0026181700649502327
4.033892251220623,1.5248286265140223,0.4307794014302606,0.0020847635717782947
4.583156090621484,1.6038643130852854,0.5171495956291441,0.0016625350335519164
5.207208929451393,1.6601242753680872,0.6240039982499064,0.0013039792774006665
5.91623420604064,1.6915233191637888,0.7564250726194758,0.001004174948771413
6.721801958580707,1.702729370505935,0.924615881604425,0.0007659457880487742
7.637057627679228,1.7023277871910665,1.103327507116431,0.0005772943217767842
8.676936566695368,1.699341663603743,1.3122986003347201,0.00045925179842648805
9.858407760284809,1.6994253113610576,1.5607405038510644,0.00035904444300629635
11.200750728209842,1.7028628847860787,1.8564931514763163,0.000282181846722082
12.72587013299487,1.7075154769597205,2.2078558930646555,0.00022334558628823157
14.45865322526771,1.7125619640268965,2.5989430095798616,0.00017360503885792937
16.427375959662296,1.7193303606970929,3.0881404469425093,0.00013848414549135664
18.664164408375882,1.729994602465844,3.663490578476414,0.00010817008646505219
21.205519001833704,1.747240734991884,4.329116198992359,8.505185867313848E-05
24.092910151141346,1.7717866343829343,5.265369814103447,7.356958074968753E-05
27.3734549718295,1.8004130500075206,6.241146298105407,3.830523635890942E-05
31.100686151825478,1.82668030474575,7.665212436137851,1.114836335241958E-05
35.33542551021658,1.8429903946944535,9.941660953074798,7.060599578521034E-09
40.14677650173894,1.8424708967937065,0,0
45.613251862909266,1.820302426275802,,
51.82405480098948,1.7755351530667554,,
58.88053463252163,1.7127684713797606,,
66.8978406248788,1.641633125291193,,
76.00680102860035,1.5738707620309214,,
86.35605796299512,1.5197039689750795,,
98.11449299256871,1.4859217545057888,,
111.47398297539121,1.4751995353414316,,
126.6525311539754,1.4856716955678593,,
143.89782458252938,1.5119887247886794,,
163.49127594150298,1.5484852541829355,,
185.7526156946912,1.5934593267473787,,
211.0451095247746,1.6544250809323557,,
239.78148618661447,1.7492450703307298,,
272.43067251038207,1.8991310245929611,,
309.5254454578579,2.114629496479324,,
351.67112609992296,2.3810885246235216,,
399.5554573855738,2.6544100813275833,,
453.9598268901783,2.869284707596094,,
515.7720176783681,2.954877184528172,,
586.0006953530946,2.857196700777564,,
665.7918676938581,2.5574969035299517,,
756.4475854762908,2.075555948972479,,
859.4471896373824,1.4546350638020442,,
976.4714515024996,0.7284548486489513,,
1109.4299999999967,0,,
