prev_grind_min,next_grind_min,delta_min,d50_prev,d50_next,d50_ratio,prev_file,next_file
3.0,5.0,2.0,317.41292771292296,250.34739628377204,0.7887120354158768,20251216_165636_NaCl_grind3min_2nd.csv,20251216_170512_NaCl_grind5min_2nd.csv
5.0,7.0,2.0,250.34739628377204,230.58208060076566,0.9210484471721762,20251216_170512_NaCl_grind5min_2nd.csv,20251216_171550_NaCl_grind7min_2nd.csv
7.0,10.0,3.0,230.58208060076566,199.1220481516194,0.863562544118002,20251216_171550_NaCl_grind7min_2nd.csv,20251216_172959_NaCl_grind10min_2nd.csv
10.0,15.0,5.0,199.1220481516194,143.7103282162174,0.7217198173192286,20251216_172959_NaCl_grind10min_2nd.csv,20251216_174816_NaCl_grind15min_2nd.csv
15.0,20.0,5.0,143.7103282162174,121.0440279108103,0.8422778613983484,20251216_174816_NaCl_grind15min_2nd.csv,20251216_181253_NaCl_grind20min_2nd.csv
20.0,25.0,5.0,121.0440279108103,103.19010404436209,0.8525005803706099,20251216_181253_NaCl_grind20min_2nd.csv,20251216_183806_NaCl_grind25min_2nd.csv
