Sample Name,MSG_grind15min_2nd,,
Measurement Date Time,2025/12/19 15:11:49,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,1.5424,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.48476607519521947,,
Dx (50),67.79486742377676,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0.0007960158262067109,0.003277936829256543,0.5066242604273128
0.12847975911886883,0.10313729423282035,0.0039132482752340094,0.5181163419298651
0.14597385201576613,0.1544043387886403,0.004657107503481888,0.33201215955404145
0.1658499799381348,0.2034995661195923,0.00554121540491368,0.3166395810062062
0.18843248613120703,0.250481063389486,0.006592693308370272,0.22086136409263876
0.21408987714579308,0.29496243247046827,0.007840520001823451,0.19545269635087886
0.24324083621327308,0.3364745436015355,0.009319543887892858,0.14551152156259525
0.27636105541524886,0.3746090318481645,0.011080120902706178,0.12162835677006942
0.3139909981367784,0.40898811445876637,0.013179261471081677,0.09213851749140074
0.356744718472697,0.43928628595472663,0.01566630332363236,0.07615976448562492
0.4053198815041342,0.46524219001189016,0.0186254559373255,0.06067756812670472
0.4605091479584124,0.4866794324959991,0.0221543695669397,0.05062226365580814
0.5232131090298364,0.5035331376186134,0.02634398389147917,0.041586454000031275
0.5944549824347669,0.5158854919342444,0.03133650455887268,0.03473403474635957
0.675397309514597,0.524011820930042,0.03726927281196032,0.02872405088207555
0.7673609258538154,0.5284386586583398,0.0443105909890591,0.02457531591545668
0.8718465149800815,0.5300134466733715,0.052699353249123664,0.020238355322293802
0.9905590968645671,0.5299818803497667,0.06268218911264602,0.0167826048868986
1.1254358508315696,0.5300622980207947,0.07455788912105372,0.013855221277740923
1.2786777268980591,0.5324962471095436,0.08868904661518051,0.011404739311513283
1.4527853613842987,0.540041229735273,0.10550581874234258,0.00930359953621061
1.6505998828747652,0.5558599468238619,0.12553682755785492,0.007587849172822974
1.8753492744104643,0.5832601241025248,0.14940901734613643,0.0061297383768293265
2.130701048461599,0.625264513618287,0.17762146379472155,0.0050025357916335675
2.420822094242961,0.6840492419783182,0.21164730494728437,0.003995281937046104
2.7504466739743543,0.7603569717055976,0.2525217576591168,0.0031766554400196123
3.124953677664736,0.853007386778561,0.3012522236207536,0.002512979456525272
3.550454397081473,0.9585701350745293,0.3598763858367056,0.0019611938425563493
4.033892251220623,1.0713108769906672,0.4307794014302606,0.0015019830126960332
4.583156090621484,1.1838796532829665,0.5171495956291441,0.001149884915209054
5.207208929451393,1.2892852006221762,0.6240039982499064,0.0008657712533870568
5.91623420604064,1.3833283143848192,0.7564250726194758,0.0006417441750657457
6.721801958580707,1.4652881351023126,0.924615881604425,0.00047358267007716856
7.637057627679228,1.5364815056994168,1.103327507116431,0.00035059420072007595
8.676936566695368,1.5986802310059467,1.3122986003347201,0.00027530097541644084
9.858407760284809,1.6523194653196072,1.5607405038510644,0.00021451567847436697
11.200750728209842,1.6956003225913285,1.8564931514763163,0.0001693556513276401
12.72587013299487,1.7265448265373493,2.2078558930646555,0.00013571230933814293
14.45865322526771,1.7454125955475703,2.5989430095798616,0.0001070502223228843
16.427375959662296,1.7552886435199966,3.0881404469425093,8.697356376481994E-05
18.664164408375882,1.7611161177611123,3.663490578476414,6.920451629372482E-05
21.205519001833704,1.7689556935445196,4.329116198992359,5.52650914814062E-05
24.092910151141346,1.7836566390332322,5.265369814103447,4.835130229970453E-05
27.3734549718295,1.8068023139896852,6.241146298105407,2.555692409257251E-05
31.100686151825478,1.8364753102828928,7.665212436137851,7.546797040779532E-06
35.33542551021658,1.8680535353499508,9.941660953074798,4.4031530817356815E-09
40.14677650173894,1.8950389052412504,0,0
45.613251862909266,1.9099203016718391,,
51.82405480098948,1.9061262679880713,,
58.88053463252163,1.8805982801207648,,
66.8978406248788,1.8352466892304378,,
76.00680102860035,1.7766871707967269,,
86.35605796299512,1.7148868634761243,,
98.11449299256871,1.6624047075051038,,
111.47398297539121,1.6335298661672297,,
126.6525311539754,1.6417480416186763,,
143.89782458252938,1.6967772132249195,,
163.49127594150298,1.8024904736134602,,
185.7526156946912,1.9560592423014143,,
211.0451095247746,2.149991588830048,,
239.78148618661447,2.374794167576937,,
272.43067251038207,2.619189928552899,,
309.5254454578579,2.8672278566952087,,
351.67112609992296,3.095728624308734,,
399.5554573855738,3.2766554728642348,,
453.9598268901783,3.381237684109138,,
515.7720176783681,3.379990180884846,,
586.0006953530946,3.242569137277016,,
665.7918676938581,2.9398014964440478,,
756.4475854762908,2.4506019140918767,,
859.4471896373824,1.770814784302459,,
976.4714515024996,0.9081067611045768,,
1109.4299999999967,0,,
