Material,Target_D50,Common_Measured_Mean,P2AE_Total_Deviation,P2AE_Total_Deviation_Percent,AE2P_GPR_Prediction,AE2P_Estimation_Error,AE2P_Estimation_Error_Percent,AE2P_Est_Error_In_GPR_Range,num_AE2P_mu_GPR,num_AE2P_sigma_GPR,num_Common_mu_trial,num_Common_sigma_trial
Citricacid,20,17.41 ± 3.63,2.5933770750114635,12.966885375057316,19.61 ± 8.22,-2.2011890709701856,-15.643776442456662,True,19.607811995958723,8.219261787175698,17.406622924988536,3.6277239762512203
Citricacid,50,38.28 ± 7.36,11.718528101232065,23.43705620246413,45.29 ± 8.45,-7.012918681519504,-20.371057356422487,True,45.294390580287434,8.44629887577641,38.28147189876794,7.358541039465956
Citricacid,100,98.34 ± 14.27,1.656855561558648,1.656855561558648,92.95 ± 8.52,5.389184727103697,4.439239944177184,True,92.95395971133765,8.52080641297774,98.34314443844134,14.26510361044303
MSG,50,52.71 ± 2.45,-2.708295915423084,-5.416591830846168,46.49 ± 12.47,6.218481001923673,11.764818009537398,True,46.48981491349941,12.46609771313456,52.708295915423086,2.4538340010032864
MSG,100,126.03 ± 2.83,-26.033338522353784,-26.033338522353784,101.94 ± 12.22,24.092918985807046,19.11998594452322,False,101.94041953654674,12.221962534375322,126.03333852235379,2.831206876206915
MSG,200,190.64 ± 11.93,9.362960596291364,4.681480298145682,178.82 ± 12.52,11.813728983465657,5.961744465575019,True,178.82331042024296,12.520738758731975,190.63703940370863,11.93240241992646
NaCl,150,132.33 ± 8.05,17.673051575702562,11.78203438380171,138.97 ± 13.67,-6.644365075835386,-5.274564857410883,True,138.97131350013282,13.668341139479551,132.32694842429746,8.053067666921905
NaCl,200,196.65 ± 7.46,3.347306657941582,1.673653328970791,204.44 ± 14.26,-7.783817318409414,-4.040590548648894,True,204.43651066046786,14.259286923529041,196.65269334205843,7.460159937319247
NaCl,250,237.98 ± 14.22,12.024109208801425,4.809643683520569,238.63 ± 14.21,-0.6579596372628581,-0.4391882294890846,True,238.63385042846144,14.209359642665154,237.97589079119857,14.222939027578484
