Material,Target_Size,AE2P_GPR_Prediction,Common_Measured_Mean,AE2P_Estimation_Error,AE2P_Estimation_Error_Percent,AE2P_Est_Error_In_GPR_Range,P2AE_Total_Deviation,P2AE_Total_Deviation_Percent,num_AE2P_mu_GPR,num_AE2P_sigma_GPR,num_Common_mu_trial,num_Common_sigma_trial
Citricacid,20,126.89 ± 5.25,111.56 ± 15.12,-15.332833132096852,-14.9991254576599,False,-91.55609411667245,-457.78047058336233,126.88892724876932,5.24648776566848,111.55609411667245,15.124397457271373
Citricacid,50,184.86 ± 6.11,162.11 ± 13.25,-22.755919254186477,-14.341368277217455,False,-112.10889908638792,-224.21779817277584,184.8648183405744,6.11395364824088,162.10889908638794,13.24955556814218
Citricacid,100,234.27 ± 8.65,234.18 ± 11.28,-0.08972494472479298,-0.1263918607105885,True,-134.17956109407405,-134.17956109407405,234.2692860387988,8.646985086126278,234.17956109407405,11.282901894487354
MSG,50,160.20 ± 10.86,171.39 ± 1.89,11.186487245842253,6.521485547512807,False,-121.38978184553656,-242.77956369107312,160.20329459969432,10.856444063466322,171.3897818455366,1.8887938701872908
MSG,100,209.85 ± 10.92,219.30 ± 6.64,9.451236297258097,4.271522406378256,True,-119.30373523831553,-119.30373523831553,209.85249894105743,10.920692041772893,219.30373523831554,6.640812213686276
MSG,200,253.86 ± 11.00,256.36 ± 3.24,2.4957810975318657,0.9580541212364778,True,-56.35811251443326,-28.17905625721663,253.8623314169014,10.99846851993613,256.35811251443323,3.241773207474021
NaCl,150,162.92 ± 13.07,149.14 ± 7.24,-13.780551899767422,-9.43093062403893,False,0.8579546763824908,0.5719697842549939,162.92259722338494,13.071861461529087,149.1420453236175,7.243276104400276
NaCl,200,215.07 ± 13.67,201.83 ± 12.11,-13.232403107783483,-6.789671468503162,True,-1.8343881957727604,-0.9171940978863802,215.06679130355624,13.671195219036255,201.83438819577273,12.108194913773112
NaCl,250,237.28 ± 13.63,236.94 ± 16.06,-0.34305523913613456,-0.3854532576087634,True,13.062977954070297,5.2251911816281185,237.28007728506586,13.632573490394755,236.9370220459297,16.064511464174483
