time_ms,amplitude_v
0.0,0.1011962890625
0.0005,0.020050048828125
0.001,-0.053253173828125
0.0015,-0.00421142578125
0.002,-0.015350341796875
0.0025,0.010650634765625
0.003,-0.020416259765625
0.0035,0.03582763671875
0.004,-0.00445556640625
0.0045000000000000005,-0.009521484375
0.005,-0.02099609375
0.0055,-0.0169677734375
0.006,-0.04034423828125
0.0065,-0.018341064453125
0.007,0.014495849609375
0.007500000000000001,0.03680419921875
0.008,0.045074462890625
0.0085,0.008819580078125
0.009000000000000001,-0.004730224609375
0.0095,-0.00164794921875
0.01,0.014373779296875
0.010499999999999999,-0.000946044921875
0.011,-0.0015869140625
0.0115,0.02239990234375
0.012,0.007415771484375
0.0125,-0.0223388671875
0.013,0.01434326171875
0.0135,0.001953125
0.014,-0.02069091796875
0.0145,-0.010040283203125
0.015000000000000001,-0.01287841796875
0.0155,-0.02374267578125
0.016,0.011566162109375
0.0165,0.005340576171875
0.017,-0.00726318359375
0.017499999999999998,0.009918212890625
0.018000000000000002,-0.000823974609375
0.0185,0.006927490234375
0.019,-0.011688232421875
0.0195,-0.01495361328125
0.02,0.006805419921875
0.0205,0.02862548828125
0.020999999999999998,0.015228271484375
0.021500000000000002,0.0120849609375
0.022,0.017120361328125
0.022500000000000003,0.0194091796875
0.023,0.00079345703125
0.0235,-0.027679443359375
0.024,-0.020172119140625
0.0245,-0.002716064453125
0.025,0.002410888671875
0.0255,-0.028717041015625
0.026,-0.008544921875
0.0265,-0.006561279296875
0.027,0.003509521484375
0.0275,0.00360107421875
0.028,0.009246826171875
0.0285,0.01727294921875
0.029,0.00128173828125
0.0295,0.001312255859375
0.030000000000000002,-0.017974853515625
0.0305,-0.0133056640625
0.031,-0.01123046875
0.0315,0.002044677734375
0.032,0.01361083984375
0.032499999999999994,0.03521728515625
0.033,0.0189208984375
0.0335,-0.0174560546875
0.034,-0.003326416015625
0.034499999999999996,0.015106201171875
0.034999999999999996,0.004730224609375
0.035500000000000004,-0.021331787109375
0.036000000000000004,-0.01129150390625
0.0365,-0.014984130859375
0.037,-0.009368896484375
0.0375,-0.0203857421875
0.038,-0.024078369140625
0.0385,-0.015777587890625
0.039,0.00848388671875
0.0395,-0.000579833984375
0.04,-0.014617919921875
