Sample Name,Ajinomoto_grind7min_2nd,,
Measurement Date Time,2025/10/03 16:05:51,,
Particle Name,[BROWSE],,
Is Particle Fraunhofer?,Yes,,
Are particles non-spherical?,Yes,,
Particle Refractive Index,0,,
Particle Absorption Index,0,,
Particle Density,2.105,,
Background Measurement Time,5,,
Sample Measurement Time,1,,
Number Of Measurements,1,,
Pre-measurement Delay,0,,
Delay Between Measurements,0,,
Enable Obscuration Filtering?,No,,
Obscuration Time-out,30,,
Auto Start Measurement?,Yes,,
Obscuration Low Limit,0.1,,
Obscuration High Limit,50,,
Stabilisation Time,0.1,,
Analysis Model,General Purpose,,
Result Units,Volume,,
Result Range Is Limited?,No,,
Low Size,0.005,,
High Size,5000,,
Air Pressure Demand,4,,
Feed Rate Demand,0,,
Weighted Residual,0.5039384985968135,,
Dx (50),195.617395446995,,
SizeClasses(μm),VolumeDensity(%),Scatter Angle q,Scatter Intensity
0.09953,0,0.0026667704722456043,1
0.11308222859981587,0,0.003277936829256543,0.6279628221831325
0.12847975911886883,0,0.0039132482752340094,0.6830267207191021
0.14597385201576613,0.0004903122670091516,0.004657107503481888,0.4978785961632381
0.1658499799381348,0.061500251219373116,0.00554121540491368,0.4665791100545811
0.18843248613120703,0.07861777154496494,0.006592693308370272,0.3513738791179153
0.21408987714579308,0.09576116721169192,0.007840520001823451,0.30341303085110244
0.24324083621327308,0.11345158022981813,0.009319543887892858,0.22695317298018305
0.27636105541524886,0.13164308197213642,0.011080120902706178,0.18416021046740644
0.3139909981367784,0.15019211404615368,0.013179261471081677,0.13389226203189158
0.356744718472697,0.1689321946601774,0.01566630332363236,0.10683422444590895
0.4053198815041342,0.18763761461372097,0.0186254559373255,0.0805512715574433
0.4605091479584124,0.2060413057461159,0.0221543695669397,0.06498367252207904
0.5232131090298364,0.2238452757538616,0.02634398389147917,0.05149405479828288
0.5944549824347669,0.2407438167602458,0.03133650455887268,0.04194118106130582
0.675397309514597,0.2564575796546813,0.03726927281196032,0.03337677047944423
0.7673609258538154,0.2707829325023994,0.0443105909890591,0.027625316283971166
0.8718465149800815,0.28365850874390564,0.052699353249123664,0.02200606072497638
0.9905590968645671,0.2952488621257485,0.06268218911264602,0.0176406023101536
1.1254358508315696,0.30603973914136784,0.07455788912105372,0.01403476549493
1.2786777268980591,0.3169302704489114,0.08868904661518051,0.011205164566848246
1.4527853613842987,0.32929384737258527,0.10550581874234258,0.008814009413904814
1.6505998828747652,0.34496406968612137,0.12553682755785492,0.006937120532691626
1.8753492744104643,0.36609280187648885,0.14940901734613643,0.0054627394217114855
2.130701048461599,0.39483876702832443,0.17762146379472155,0.004292850367904358
2.420822094242961,0.4328933182478396,0.21164730494728437,0.003320425599077773
2.7504466739743543,0.4809333428781466,0.2525217576591168,0.0025790420229255214
3.124953677664736,0.5381664644155659,0.3012522236207536,0.0020284317672891673
3.550454397081473,0.6021355820831671,0.3598763858367056,0.0015420758435706063
4.033892251220623,0.6688992903536546,0.4307794014302606,0.0011755170320051078
4.583156090621484,0.7337467544043399,0.5171495956291441,0.0008942119708964729
5.207208929451393,0.7926236040972672,0.6240039982499064,0.0006684728232346611
5.91623420604064,0.8438232075756584,0.7564250726194758,0.0004911546067870277
6.721801958580707,0.8885911401018074,0.924615881604425,0.00035850665941123506
7.637057627679228,0.930123988235346,1.103327507116431,0.00026025275949466734
8.676936566695368,0.9721248962690705,1.3122986003347201,0.0002006006271255529
9.858407760284809,1.0171294947998657,1.5607405038510644,0.00015296861757447958
11.200750728209842,1.0655962864250412,1.8564931514763163,0.0001174217011752684
12.72587013299487,1.1169408241007641,2.2078558930646555,9.109373075615225E-05
14.45865322526771,1.1708968609516415,2.5989430095798616,6.949445038220014E-05
16.427375959662296,1.2278269604153174,3.0881404469425093,5.451063113241108E-05
18.664164408375882,1.2883423621191596,3.663490578476414,4.1570344151095104E-05
21.205519001833704,1.3532660532196594,4.329116198992359,3.203124412891355E-05
24.092910151141346,1.4226533234672587,5.265369814103447,2.7724380848395258E-05
27.3734549718295,1.4950126716990475,6.241146298105407,1.436343631530254E-05
31.100686151825478,1.5678412961850832,7.665212436137851,3.895036748694834E-06
35.33542551021658,1.6387435709321956,9.941660953074798,3.309515059252876E-09
40.14677650173894,1.7057011441695629,0,0
45.613251862909266,1.7656857128234584,,
51.82405480098948,1.8133517176922176,,
58.88053463252163,1.842374695762338,,
66.8978406248788,1.8488314589289416,,
76.00680102860035,1.8336544525522314,,
86.35605796299512,1.803890386476489,,
98.11449299256871,1.7734166267165037,,
111.47398297539121,1.7628000021267454,,
126.6525311539754,1.7972136050324963,,
143.89782458252938,1.9015960036260537,,
163.49127594150298,2.0942287707044756,,
185.7526156946912,2.381380264089046,,
211.0451095247746,2.755099842053056,,
239.78148618661447,3.193389653706859,,
272.43067251038207,3.6614108775441494,,
309.5254454578579,4.114205473341109,,
351.67112609992296,4.50188131653168,,
399.5554573855738,4.777950318032467,,
453.9598268901783,4.905195590071514,,
515.7720176783681,4.8539845222331195,,
586.0006953530946,4.59913751949243,,
665.7918676938581,4.118590131831979,,
756.4475854762908,3.3980685633497814,,
859.4471896373824,2.4383452617217785,,
976.4714515024996,1.24614702363192,,
1109.4299999999967,0,,
